Date,Symbol,Prev Close,Open,High,Low,Last Price,Close,Average Price,volume,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,MACD,Signal_Line,histogram,up,down,RSI,SMA5,SMA10,SMA20,EMA,#NAME?,#NAME?,ADX14
25-09-2019,INFY,794.05,787.7,801,781.65,790.75,792.65,793.69,9313576,7392081925,257048,4911658,52.74,1.128072692,7.270690954,-6.142618262,0,-1.4,40.9706902,795.35,811.125,813.96,806.8734893,0,2.35,36.67430119
26-09-2019,INFY,792.65,787.75,797,778.1,784.6,782.55,783.93,18442824,14457802893,178651,13292785,72.08,-0.833663217,5.64982012,-6.483483337,0,-10.1,33.49358974,787.72,807.74,813.855,804.5569665,3.55,0,36.93248793
27-09-2019,INFY,782.55,787.05,794.25,780.1,782.2,782.2,785.46,5087642,3996126505,161432,2830566,55.64,-2.389055588,4.042044978,-6.431100566,0,-0.35,30.71547421,783.16,803.03,812.84,802.4277316,0,0,37.10420231
30-09-2019,INFY,782.2,785.1,808,784.15,804.2,805.65,801.63,8178091,6555812643,156000,4430205,54.17,-1.70978687,2.891678609,-4.601465479,23.45,0,42.7912696,791.42,800.825,812.775,802.7346143,0,13.75,36.84677119
01-10-2019,INFY,805.65,807,807.55,791.55,794.95,793.55,796.66,5881438,4685487403,172253,3614822,61.46,-2.123353693,1.888672148,-4.012025841,0,-12.1,41.99095023,791.32,797.055,811.7075,801.8598891,0,0,38.08361439
03-10-2019,INFY,793.55,792.55,797.85,784.15,786.4,785.6,791.93,5497672,4353793070,166567,3384617,61.56,-3.057363555,0.899465008,-3.956828563,0,-7.95,40.94117647,789.91,792.63,810.275,800.3113282,7.4,0,40.03546979
04-10-2019,INFY,785.6,790,797.6,787.05,792.3,793.45,794.32,8201713,6514820231,114239,6218101,75.81,-3.128085087,0.093954989,-3.222040076,7.85,0,39.13307063,792.09,789.905,808.8825,799.6578684,0,0,42.37013584
07-10-2019,INFY,793.45,794.85,802,786.1,788.8,789.55,791.09,3679845,2911078095,118304,1978821,53.77,-3.458957112,-0.616627431,-2.842329681,0,-3.9,38.59491779,793.56,788.36,806.6575,798.6952143,0,4.4,45.03858315
09-10-2019,INFY,789.55,795.45,795.9,778.8,783.75,783.65,783.69,6335025,4964668558,148580,4154272,65.58,-4.149424288,-1.323186803,-2.826237485,0,-5.9,35.96698113,789.16,790.29,803.8325,797.2623367,7.3,0,47.07342433
10-10-2019,INFY,783.65,785.4,794.7,776.6,782.5,783.05,786.97,10402917,8186820532,123048,7300873,70.18,-4.690964961,-1.996742434,-2.694222527,0,-0.6,36.13744076,787.06,789.19,801.53,795.9087808,2.2,0,48.55846098
11-10-2019,INFY,783.05,781.5,823.8,776.6,815,814.8,807.01,20636344,16653757511,318660,11225299,54.4,-2.529027141,-2.103199376,-0.425827765,31.75,0,48.45872518,792.9,791.405,801.265,797.7079446,0,29.1,48.85687268
14-10-2019,INFY,814.8,786.75,797,780,786.3,786.1,789.64,15150858,11963746230,308844,7057980,46.58,-3.095839081,-2.301727317,-0.794111764,0,-28.7,45.37671233,791.43,791.76,799.75,796.602426,0,0,50.04747964
15-10-2019,INFY,786.1,773.1,775.95,765,769,768.3,769.68,13762133,10592375903,298596,8337226,60.58,-4.924585312,-2.826298916,-2.098286396,0,-17.8,51.08785459,787.18,790.37,796.7,793.9069569,15,0,48.46673831
16-10-2019,INFY,768.3,765.25,775.95,761.55,771,771.45,770.12,10767032,8291883881,258065,5624891,52.24,-6.049961016,-3.471031336,-2.57892968,3.15,0,42.70967742,784.74,786.95,793.8875,791.7681991,3.45,0,46.22917712
17-10-2019,INFY,771.45,767,770.55,765.1,769.4,769.5,768.53,9860495,7578123004,202471,7175174,72.77,-7.018275759,-4.18048022,-2.837795539,0,-1.95,42.55866281,782.03,784.545,790.8,789.6474182,0,0,44.02752462
18-10-2019,INFY,769.5,763.8,773.8,760,767.5,767.85,767.62,10037200,7704758992,187743,5535843,55.15,-7.828570492,-4.910098275,-2.918472217,0,-1.65,45.00339905,772.64,782.77,787.7,787.5714736,5.1,0,40.49899819
22-10-2019,INFY,767.85,691.1,691.1,638.35,640,643.55,658.16,90152532,59334453057,1643015,57759158,64.07,-18.28987183,-7.586052986,-10.70381884,0,-124.3,24.42353809,744.13,767.78,778.8425,773.8551428,121.65,0,39.51681132
23-10-2019,INFY,643.55,630,656.65,615.1,650.35,650.6,643.94,60516887,38969147749,1059289,28705698,47.43,-25.71522334,-11.21188706,-14.50333628,7.05,0,19.55625368,720.59,753.885,771.1225,762.1165578,23.25,0,40.90802314
24-10-2019,INFY,650.6,650,653.2,632,634.7,635.35,643.72,25666433,16521876123,393942,14070797,54.82,-32.45627967,-15.46076558,-16.99551409,0,-15.25,19.31730023,693.37,739.055,764.6725,750.0435523,0,0,42.68855497
25-10-2019,INFY,635.35,647,652.5,636,637.1,637.45,643.66,16549337,10652215420,327171,8298797,50.15,-37.20034056,-19.80868058,-17.39165998,2.1,0,20.59932526,666.96,724.495,756.8425,739.3203568,0,0,44.26473197
27-10-2019,INFY,637.45,651.1,652.5,645.55,649.95,648.85,648.43,2945433,1909914669,67356,1646327,55.89,-39.58386017,-23.7637165,-15.82014367,11.4,0,21.70254403,643.16,707.9,749.6525,730.7041324,0,0,44.83273978
29-10-2019,INFY,648.85,651,653.75,647,650.9,650.65,650.33,16709764,10866929875,309792,11733053,70.22,-40.8566022,-27.18229364,-13.67430856,1.8,0,22.59273875,644.58,694.355,743.0575,723.0799293,0,1.25,45.33036686
30-10-2019,INFY,650.65,660.4,671.4,656.2,662.25,660.6,664.01,22879467,15192276718,319118,13197793,57.68,-40.59443026,-29.86472096,-10.7297093,9.95,0,26.10215576,646.58,683.585,736.9775,717.1294598,0,17.65,44.6175504
