Date,Symbol,Prev Close,Open,High,Low,Last Price,Close,Average Price,volume,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,MACD,Signal_Line,histogram,up,down,RSI,SMA5,SMA10,SMA20,EMA,#NAME?,#NAME?,ADX14
25-11-2020,INFY,1140.05,1137,1143.5,1111.25,1118.8,1115.65,1124.52,8958701,10074223660,220995,5048132,56.35,11.69994232,12.69844348,-0.99850116,0,-24.4,52.48559846,1119.13,1120.53,1106.82,1111.826881,22.1,0,12.53768443
26-11-2020,INFY,1115.65,1119.95,1119.95,1098.3,1118,1113.2,1105.6,10962256,12119904676,207324,5794530,52.86,10.46733063,12.25222091,-1.78489028,0,-2.45,50.09866257,1122.42,1120.075,1108.7375,1111.957654,12.95,0,11.40564909
27-11-2020,INFY,1113.2,1118,1121,1091,1112.35,1100,1103.85,25306145,27934277724,238942,18969986,74.96,8.329331955,11.46764312,-3.138311165,0,-13.2,41.59576914,1121.75,1117.655,1110.7075,1110.81883,7.3,0,12.40711657
01-12-2020,INFY,1100,1105.05,1140.25,1105.05,1137.05,1137.85,1129.13,8933802,10087463062,227850,4293005,48.05,9.578713824,11.08985726,-1.511143436,37.85,0,61.1534795,1121.35,1118.095,1113.985,1113.393227,0,19.25,10.77797408
02-12-2020,INFY,1137.85,1134,1147.45,1121,1142,1140.9,1130.35,6741637,7620426543,153925,2686601,39.85,10.69171997,11.0102298,-0.31850983,3.05,0,55.07166483,1121.52,1119.815,1117.9025,1116.01292,0,7.2,9.799586163
03-12-2020,INFY,1140.9,1147,1147,1122.7,1125,1126.45,1128.63,16212632,18298022228,247732,10480192,64.64,10.28918382,10.86602061,-0.57683679,0,-14.45,52.27629513,1123.68,1121.405,1119.5275,1117.006927,0,0,9.192791114
04-12-2020,INFY,1126.45,1125,1137,1115,1134.5,1134.65,1127.86,10564055,11914725948,167778,5755999,54.49,10.5106819,10.79495287,-0.28427097,8.2,0,52.70935961,1127.97,1125.195,1121.06,1118.68722,7.7,0,9.449865638
07-12-2020,INFY,1134.65,1147.3,1153,1136,1142.95,1143.5,1142.07,7792141,8899186636,168273,4205599,53.97,11.27042333,10.89004696,0.38037637,8.85,0,52.61106781,1136.67,1129.21,1122.5975,1121.050342,0,16,8.453255945
08-12-2020,INFY,1143.5,1145,1167,1145,1153,1153.35,1154.21,12308330,14206387607,272695,6171142,50.14,12.52297945,11.21663346,1.30634599,9.85,0,57.69929888,1139.77,1130.56,1123.4375,1124.1265,0,14,9.138601369
09-12-2020,INFY,1153.35,1168.05,1179.5,1157,1176.55,1175.2,1169.97,10039346,11745774021,274494,5208984,51.89,15.10463477,11.99423372,3.11040105,21.85,0,66.0621118,1146.63,1134.075,1127.645,1128.990643,0,12.5,10.83070442
10-12-2020,INFY,1175.2,1157.4,1171.65,1150,1168,1167.75,1164.18,9488782,11046635083,295020,5527270,58.25,16.36086461,12.8675599,3.49330471,0,-7.45,68.21446896,1154.89,1139.285,1129.9075,1132.68201,7,0,12.55367221
11-12-2020,INFY,1167.75,1159.7,1171.95,1155.25,1165.2,1163.2,1163.84,10574009,12306503430,178023,7059725,66.76,16.79567871,13.65318366,3.14249505,0,-4.55,65.51724138,1160.6,1144.285,1132.18,1135.588485,0,0.3,14.48992788
14-12-2020,INFY,1163.2,1169.4,1172.6,1148.2,1163.5,1164.55,1159.72,6728187,7802805824,186990,3574438,53.13,17.05263358,14.33307364,2.71955994,1.35,0,57.8313253,1164.81,1150.74,1134.1975,1138.346725,7.05,0,13.73544517
15-12-2020,INFY,1164.55,1156,1163.7,1152,1154.4,1154.6,1156.78,6905926,7988669804,177326,3747407,54.26,16.2658873,14.71963638,1.54625092,0,-9.95,54.34458047,1165.06,1152.415,1135.255,1139.894656,0,0,13.23211475
16-12-2020,INFY,1154.6,1160,1168.9,1153.6,1164,1165.7,1160.77,7788404,9040530195,158579,4190351,53.8,16.3495945,15.045628,1.3039665,11.1,0,66.23418748,1163.16,1154.895,1137.355,1142.352308,0,5.2,14.99498301
17-12-2020,INFY,1165.7,1165.9,1168.9,1156.2,1158.6,1159.2,1162.88,6658153,7742601947,204147,3675884,55.21,15.71033837,15.17857007,0.5317683,0,-6.5,64.53855879,1161.45,1158.17,1139.7875,1143.95685,0,0,17.72603354
18-12-2020,INFY,1159.2,1182.85,1195,1175.6,1186,1189.8,1187.95,15995676,19002082922,279675,7480210,46.76,17.47148712,15.63715348,1.83433364,30.6,0,75.56947608,1166.77,1163.685,1144.44,1148.322864,0,26.1,20.77640827
21-12-2020,INFY,1189.8,1188,1209.75,1152.05,1174,1177.3,1192.94,10858352,12953347755,246658,3829220,35.27,17.65504826,16.04073244,1.61431582,0,-12.5,63.1281198,1169.32,1167.065,1148.1375,1151.082591,23.55,0,22.11795135
22-12-2020,INFY,1177.3,1182,1223.85,1176.1,1219.95,1220.5,1200.28,10901851,13085219235,249518,4259458,39.07,21.04382067,17.04135009,4.00247058,43.2,0,70.90336134,1182.5,1173.78,1152.17,1157.693773,0,14.1,23.91692842
23-12-2020,INFY,1220.5,1238,1258.85,1230.55,1252,1253.05,1245.77,15878346,19780713238,277251,6867798,43.25,26.05560738,18.84420154,7.21140584,32.55,0,80.35971223,1199.97,1181.565,1157.82,1166.775318,0,35,27.07087286
24-12-2020,INFY,1253.05,1249.9,1249.9,1226,1237.35,1236.05,1236.34,7313885,9042415623,172066,2637421,36.06,28.32916554,20.74119434,7.5879712,0,-17,73.33179936,1215.34,1188.395,1163.84,1173.372907,4.55,0,30.10520918
28-12-2020,INFY,1236.05,1238.45,1248,1236,1239.45,1240.3,1240.58,4607051,5715406465,123013,2098658,45.55,30.12663514,22.6182825,7.50835264,4.25,0,72.75505407,1225.44,1196.105,1170.195,1179.746916,0,0,33.14824432
29-12-2020,INFY,1240.3,1235,1254.45,1235,1249.85,1250.3,1246.33,6878105,8572419679,132402,3219736,46.81,31.98930637,24.49248727,7.4968191,10,0,72.77425417,1240.04,1204.68,1177.71,1186.466257,0,6.45,34.78199982
30-12-2020,INFY,1250.3,1253,1253.3,1238.15,1244,1246.8,1247.48,5194690,6480283009,107704,2378603,45.79,32.80491139,26.1549721,6.64993929,0,-3.5,68.40616967,1245.3,1213.9,1183.1575,1192.212328,0,0,35.0486344
31-12-2020,INFY,1246.8,1243,1258.4,1239,1253.5,1255.8,1249.41,7430470,9283731808,117406,3974062,53.48,33.78802174,27.68158203,6.10643971,9,0,72.45600612,1245.85,1222.91,1188.9025,1198.268297,0,5.1,35.99589295
01-01-2021,INFY,1255.8,1257.9,1265.5,1255.8,1259.5,1260.45,1261.66,4253550,5366530408,97445,1089987,25.63,34.54415639,29.0540969,5.49005949,4.65,0,74.78970176,1250.73,1233.035,1195.6025,1204.190364,0,7.1,36.98701166
04-01-2021,INFY,1260.45,1269,1290,1261.15,1288,1288.25,1278.28,7208454,9214400329,189946,3343139,46.38,36.96056779,30.63539108,6.32517671,27.8,0,77.78526505,1260.32,1242.88,1203.2825,1212.196043,0,24.5,40.72344742
05-01-2021,INFY,1288.25,1282,1299,1275.05,1290.35,1293.8,1289.82,8145280,10505964474,168537,3346702,41.09,38.8752996,32.28337278,6.59192682,5.55,0,81.89734189,1269.02,1254.53,1210.7975,1219.967849,0,9,45.0916689
06-01-2021,INFY,1293.8,1300,1302,1268.05,1282.5,1282.1,1288.38,7161715,9226975582,178942,2780840,38.83,38.99908891,33.62651601,5.3725729,0,-11.7,76.59963437,1276.08,1260.69,1217.235,1225.885197,7,0,47.1574308
07-01-2021,INFY,1282.1,1296,1297.65,1255.5,1266.5,1262.15,1266.59,10954918,13875416121,236192,5389517,49.2,37.06018779,34.31325036,2.74693743,0,-19.95,72.16361679,1277.35,1261.6,1221.5825,1229.338987,12.55,0,47.27729672
08-01-2021,INFY,1262.15,1278.25,1316.8,1278.25,1311.5,1312.1,1298.1,13186251,17117011225,227983,5653372,42.87,39.10338277,35.27127685,3.83210592,49.95,0,74.30445151,1287.68,1269.205,1228.8,1237.220989,0,19.15,45.76722258
11-01-2021,INFY,1312.1,1342.1,1383.35,1340,1375.95,1376.2,1366.8,20528626,28058554926,387124,6434782,31.35,45.37194428,37.29141033,8.08053395,64.1,0,82.80013193,1305.27,1282.795,1239.45,1250.457085,0,66.55,49.24763623
12-01-2021,INFY,1376.2,1378,1378,1360,1376.5,1371.75,1369.78,8309868,11382710088,264378,3655022,43.98,49.41116547,39.71536136,9.69580411,0,-4.45,78.5970883,1320.86,1294.94,1249.81,1262.008791,0,0,52.34706137
13-01-2021,INFY,1371.75,1373.85,1392.8,1360,1388.65,1387.15,1378.96,14442997,19916243436,304458,6490234,44.94,53.24119728,42.42052855,10.82066873,15.4,0,77.11281844,1341.87,1308.975,1261.4375,1273.927001,0,14.8,54.23980354
14-01-2021,INFY,1387.15,1360,1384,1318.45,1370.5,1370.5,1359.34,27521697,37411219055,530803,10370390,37.68,54.30699204,44.79782124,9.5091708,0,-16.65,77.22210974,1363.54,1320.445,1271.6775,1283.12443,41.55,0,53.79788734
15-01-2021,INFY,1370.5,1360,1364.45,1340,1343.4,1344.95,1352.96,15018441,20319423540,278300,8103557,53.96,52.48495668,46.33524833,6.14970835,0,-25.55,69.50605778,1370.11,1328.895,1280.965,1289.012579,0,0,53.74610181
18-01-2021,INFY,1344.95,1338,1340,1306,1311,1312.05,1320.52,8861765,11702148822,230056,3963352,44.72,47.83481551,46.63516177,1.19965374,0,-32.9,60.6044994,1357.28,1331.275,1287.0775,1291.206619,34,0,52.36230807
19-01-2021,INFY,1312.05,1320,1331,1312,1319.35,1316.65,1320.27,5585744,7374694216,178275,2574937,46.1,44.01336798,46.11080301,-2.09743503,4.6,0,61.95038494,1346.26,1333.56,1294.045,1293.629799,0,0,51.38903478
20-01-2021,INFY,1316.65,1320.55,1348.4,1320.55,1338.85,1339.45,1338.37,8225838,11009221846,195330,3198588,38.88,42.33658296,45.355959,-3.01937604,22.8,0,63.66606764,1336.72,1339.295,1299.9925,1297.993627,0,17.4,49.97335862
21-01-2021,INFY,1339.45,1350,1361.05,1335,1342,1339.7,1344.32,6142421,8257354258,156050,3033502,49.39,40.56033734,44.39683467,-3.83649733,0.25,0,63.13608487,1330.56,1347.05,1304.325,1301.965663,0,12.65,48.47269529
22-01-2021,INFY,1339.7,1327,1356,1326.55,1336,1340.85,1344.65,9646591,12971261022,188343,5913234,61.3,38.79820373,43.27710848,-4.47890475,1.15,0,59.56363636,1329.74,1349.925,1309.565,1305.668933,8.45,0,45.03467658
25-01-2021,INFY,1340.85,1345,1347.9,1313,1335,1325.1,1337.58,6542611,8751273547,159466,3814914,58.31,35.7190597,41.76549872,-6.04643902,0,-15.75,55.48737728,1332.35,1344.815,1313.805,1307.519511,13.55,0,40.77852901
27-01-2021,INFY,1325.1,1319.6,1327.55,1285.1,1300.5,1301,1308.99,8133665,10646861260,285525,4665656,57.36,30.97706298,39.60781157,-8.63074859,0,-24.1,53.17540323,1329.22,1337.74,1316.34,1306.898605,27.9,0,36.92049
28-01-2021,INFY,1301,1291.8,1296.45,1272.55,1276.5,1276.2,1283.02,4660690,5979774972,212130,2338859,50.18,24.93046084,36.67234143,-11.74188059,0,-24.8,52.32269797,1316.57,1326.645,1317.81,1303.974928,12.55,0,33.86558288
29-01-2021,INFY,1276.2,1286.25,1291.15,1231,1250,1239.05,1253.29,12183519,15269437395,268406,8230671,67.56,16.94545392,32.72696393,-15.78151001,0,-37.15,37.38995339,1296.44,1313.5,1316.9725,1297.791602,41.55,0,32.44648155
01-02-2021,INFY,1239.05,1250.55,1277.95,1241,1267.1,1260.9,1255.6,8880279,11150104432,232672,4479182,50.44,12.23930372,28.62943188,-16.39012816,21.85,0,26.69765562,1280.45,1305.095,1316.995,1294.278116,0,0,31.22254783
02-02-2021,INFY,1260.9,1280,1294.4,1263.6,1275.5,1271.25,1275.19,6892490,8789223157,168360,3386619,49.13,9.238310784,24.75120766,-15.51289688,10.35,0,30.1618634,1269.68,1301.015,1316.145,1292.084962,0,16.45,29.33470247
03-02-2021,INFY,1271.25,1277.65,1304,1273,1285,1284.65,1289.14,8182968,10549003464,204774,4333962,52.96,7.850771468,21.37112042,-13.52034895,13.4,0,29.60604855,1266.41,1297.815,1315.6875,1291.37687,0,9.6,27.8816432
04-02-2021,INFY,1284.65,1285,1293.4,1272.05,1278.5,1279.35,1281.04,5032240,6446486331,148262,2611651,51.9,6.251408511,18.34717804,-12.09576953,0,-5.3,31.00645968,1267.04,1291.805,1315.55,1290.231454,0.95,0,27.85634882
05-02-2021,INFY,1279.35,1286.4,1288.75,1262,1273,1272.1,1270.01,5477481,6956468417,176339,2774704,50.66,4.348757665,15.54749397,-11.19873631,0,-7.25,33.56643357,1273.65,1285.045,1316.0475,1288.504649,10.05,0,28.03238944
08-02-2021,INFY,1272.1,1285.5,1310,1275.5,1310,1303.55,1292.02,6921922,8943252910,198135,3121995,45.1,5.317350219,13.50146522,-8.184115001,31.45,0,48.06993642,1282.18,1281.315,1315.62,1289.93754,0,21.25,27.91787056
09-02-2021,INFY,1303.55,1306.9,1332,1297.85,1308.1,1305.55,1317.89,7965949,10498269840,168139,3091429,38.81,6.175166605,12.03620549,-5.861038885,2,0,47.44944853,1289.04,1279.36,1312.0875,1291.424441,0,22,26.92674091
10-02-2021,INFY,1305.55,1295.8,1304.35,1283.6,1297,1296.5,1293.4,5951207,7697265668,175936,2693010,45.25,6.05493538,10.83995147,-4.78501609,0,-9.05,39.46529311,1291.41,1278.91,1308.325,1291.907827,14.25,0,26.740729
11-02-2021,INFY,1296.5,1289,1296,1283.05,1292.2,1292.65,1289.54,4673317,6026438863,128045,2707694,57.94,5.584612506,9.788883678,-4.204271172,0,-3.85,38.65991805,1294.07,1280.555,1303.6,1291.97851,0.55,0,27.0107667
12-02-2021,INFY,1292.65,1305,1323.75,1301.55,1312,1309.8,1312.31,5797875,7608600803,142747,1168961,20.16,6.520574785,9.1352219,-2.614647115,17.15,0,43.05213694,1301.61,1287.63,1300.565,1293.675795,0,27.75,26.74774191
15-02-2021,INFY,1309.8,1320,1328.4,1307.1,1312,1309.65,1317.42,4363513,5748561880,143342,2047482,46.92,7.167604208,8.741698361,-1.574094153,0,-0.15,46.28337744,1302.83,1292.505,1298.8,1295.197148,0,4.65,26.56778781
16-02-2021,INFY,1309.65,1314,1319.75,1286,1294.5,1290.4,1298.05,6896421,8951918994,285705,4050319,58.73,6.057241457,8.20480698,-2.147565523,0,-19.25,47.38916256,1299.8,1294.42,1297.7175,1294.740277,21.1,0,26.3943007
17-02-2021,INFY,1290.4,1290.4,1294.5,1275,1280.5,1281.3,1283.76,4575741,5874133583,142040,2084387,45.55,4.392344812,7.442314547,-3.049969735,0,-9.1,51.36145222,1296.76,1294.085,1295.95,1293.46025,11,0,26.27604432
18-02-2021,INFY,1281.3,1276,1306,1275,1289.35,1292.45,1291.86,6437551,8316445821,178755,3406927,52.92,3.927342087,6.739320055,-2.811977968,11.15,0,66.55300682,1296.72,1295.395,1293.6,1293.364036,0,11.5,26.91154517
19-02-2021,INFY,1292.45,1296.1,1299.5,1276.8,1293,1291.3,1288.37,5389696,6943924609,129418,2864493,53.15,3.426529786,6.076762001,-2.650232215,0,-1.15,60.81081081,1293.02,1297.315,1291.18,1293.167461,0,0,24.9325125
22-02-2021,INFY,1291.3,1295,1308.55,1260,1264.15,1265.2,1282.74,7371303,9455456934,205288,3748207,50.85,0.913055421,5.044020685,-4.130965264,0,-26.1,48.06523825,1284.13,1293.48,1287.3975,1290.503893,16.8,0,22.34422279
23-02-2021,INFY,1265.2,1271.15,1291,1257.55,1268,1266.35,1270.87,6612942,8404181986,237023,3539785,53.53,-0.974858174,3.840244913,-4.815103087,1.15,0,43.65024289,1279.32,1289.56,1284.46,1288.203523,2.45,0,19.03703798
24-02-2021,INFY,1266.35,1260.05,1276.6,1252,1272.7,1274.3,1265.24,4537258,5740727001,125315,2383948,52.54,-1.808695229,2.710456885,-4.519152114,7.95,0,48.27938671,1277.92,1287.34,1283.125,1286.879378,5.55,0,16.23138583
25-02-2021,INFY,1274.3,1288.45,1299.75,1272,1275,1274.55,1283.44,8788221,11279133376,215308,5860547,66.69,-2.421431437,1.68407922,-4.105510657,0.25,0,50.8765653,1274.34,1285.53,1283.0425,1285.705151,0,23.15,14.51094391
26-02-2021,INFY,1274.55,1269,1274.3,1244.75,1252,1253.3,1256.57,15132388,19014856542,296665,9161967,60.55,-4.569057452,0.433451886,-5.002509338,0,-21.25,30.60594365,1266.74,1279.88,1283.755,1282.618946,27.25,0,13.48896275
01-03-2021,INFY,1253.3,1263.3,1284.5,1259,1271,1267,1271.66,5756286,7320037307,133035,3344135,58.1,-5.106723904,-0.674583272,-4.432140632,13.7,0,36.3539823,1267.1,1275.615,1284.06,1281.131428,0,10.2,13.84713471
02-03-2021,INFY,1267,1282.25,1310,1279.2,1308.6,1304.5,1294.56,10461434,13542927955,182506,6551888,62.63,-2.478323273,-1.035331272,-1.442992001,37.5,0,52.35710077,1274.73,1277.025,1285.7225,1283.357006,0,25.5,12.93523479
03-03-2021,INFY,1304.5,1319.2,1347,1308,1340.95,1343.55,1329.25,9056399,12038222652,189231,4897964,54.08,2.724307686,-0.28340348,3.007711166,39.05,0,62.42069302,1288.58,1283.25,1288.6675,1289.089672,0,37,12.53850438
04-03-2021,INFY,1343.55,1335,1363.85,1325.9,1334.6,1330.35,1343.22,12041941,16174961452,225028,5289423,43.93,5.716405359,0.916558287,4.799847072,0,-13.2,55.11321224,1299.74,1287.04,1291.2175,1293.019227,0,16.85,13.24275737
05-03-2021,INFY,1330.35,1328.5,1340,1305.05,1320.05,1316.7,1322.67,6486176,8579075404,180930,3131285,48.28,6.906608317,2.114568293,4.792040024,0,-13.65,51.6437398,1312.42,1289.58,1293.4475,1295.274539,20.85,0,13.63313371
08-03-2021,INFY,1316.7,1324.8,1346.1,1317.2,1336.05,1335.75,1334.28,5119392,6830699262,126809,2621080,51.2,9.280053845,3.547665404,5.732388441,19.05,0,60.58343057,1326.17,1296.635,1295.0575,1299.129345,0,6.1,15.1557523
09-03-2021,INFY,1335.75,1329.5,1350.45,1318.75,1344,1345.55,1334.21,6518173,8696584496,144157,3617807,55.5,11.81560172,5.201252667,6.614349053,9.8,0,64.94533612,1334.38,1304.555,1297.0575,1303.550359,0,4.35,17.20098793
10-03-2021,INFY,1345.55,1356.9,1374,1355,1366.5,1368.15,1365.17,7925984,10820304084,177164,3965517,50.03,15.47034035,7.255070205,8.215270145,22.6,0,66.71819788,1339.3,1313.94,1300.64,1309.702706,0,23.55,17.29286484
12-03-2021,INFY,1368.15,1373,1391.7,1370.05,1375.3,1374.85,1381.13,9462061,13068374479,199285,6173518,65.24,18.69191232,9.542438628,9.149473692,6.7,0,68.01034706,1348.2,1323.97,1304.75,1315.90721,0,17.7,17.7384724
15-03-2021,INFY,1374.85,1370,1379.9,1358.5,1371.95,1373.6,1369.96,6658665,9122082516,174194,3687770,55.38,20.9032076,11.81459242,9.08861518,0,-1.25,76.17093192,1359.58,1336,1307.94,1321.401762,11.55,0,19.79795155
16-03-2021,INFY,1373.6,1386.05,1406,1380.5,1384.6,1384,1391.2,9352771,13011543030,230871,5151968,55.08,23.22712034,14.09709801,9.13002233,10.4,0,77.18973885,1369.23,1347.7,1311.6575,1327.363499,0,26.1,22.86340229
17-03-2021,INFY,1384,1392.25,1400,1382,1387.1,1387,1392.47,7626744,10620025456,157640,3955892,51.87,25.02246941,16.28217229,8.74029712,3,0,76.65562914,1377.52,1355.95,1316.4875,1333.043165,0,0,26.37136349
18-03-2021,INFY,1387,1393.75,1393.75,1313.5,1341.8,1337.1,1347.8,10961755,14774234435,298042,5544994,50.58,22.16329879,17.45839759,4.7049012,0,-49.9,61.98046351,1371.31,1355.305,1319.2775,1333.429531,68.5,0,25.80399636
19-03-2021,INFY,1337.1,1330,1355.2,1318,1347.15,1344.45,1340.27,12767112,17111330913,235459,6608143,51.76,20.25695944,18.01810996,2.23884948,7.35,0,68.44021849,1365.23,1356.715,1321.8775,1334.479099,0,0,27.19726141
22-03-2021,INFY,1344.45,1350.1,1376,1336.1,1371.1,1370.8,1355.94,4862758,6593605265,129112,2199710,45.24,20.63453448,18.54139486,2.09313962,26.35,0,69.97690531,1364.67,1362.125,1325.8525,1337.938233,0,20.8,28.29124659
23-03-2021,INFY,1370.8,1372.45,1383.25,1359.6,1369.8,1371.55,1372.44,7165335,9833991116,164495,4362930,60.89,20.75503305,18.9841225,1.77091055,0.75,0,65.03026227,1362.18,1365.705,1331.17,1341.139353,0,7.25,29.21510952
24-03-2021,INFY,1371.55,1357.85,1370.45,1346.25,1355,1353.75,1357.63,6134303,8328138652,143327,3197000,52.12,19.19297315,19.02589263,0.16708052,0,-17.8,52.52725471,1355.53,1366.525,1335.54,1342.340367,13.35,0,27.69608371
25-03-2021,INFY,1353.75,1346.75,1352.5,1327.6,1337.6,1333.8,1338.88,8749994,11715231221,184200,5246781,59.96,16.15896072,18.45250625,-2.29354553,0,-19.95,50.82713977,1354.87,1363.09,1338.515,1341.526999,18.65,0,27.00636424
26-03-2021,INFY,1333.8,1344.7,1356.7,1332,1338.7,1336.2,1340.61,4922071,6598564525,138471,2501215,50.82,13.78919074,17.51984315,-3.73065241,2.4,0,54.94171313,1353.22,1359.225,1341.5975,1341.019666,0,4.2,26.47233081
30-03-2021,INFY,1336.2,1346.9,1400,1336.15,1386.5,1385.3,1373.99,10546919,14491356278,227944,5618355,53.27,15.69220069,17.15431465,-1.46211396,49.1,0,60.89729492,1356.12,1360.395,1348.1975,1345.23684,0,43.3,25.89468877
31-03-2021,INFY,1385.3,1382,1388,1363.3,1367.3,1368.05,1370.72,8220987,11268677504,218153,4107507,49.96,15.62826602,16.84910493,-1.22083891,0,-17.25,54.79131175,1355.42,1358.8,1353.25,1347.409522,0,0,24.63387055
