,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Date,MACD,Signal_Line,up,down,RSI,EMA10,EMA20,EMA50,EMA200,EMA250,EMA300,DMIN,DMIP,ADX14
22-01-2021,DEEPAKNTR,EQ,1013.15,1014,1015.8,987,1000,1001,1001.19,609335,6.10059E+13,40136,331310,0.5437,22-01-2021,20.7676821,25.88737698,0,-12.15,39.30074458,1012.47292,999.1413857,964.6010374,927.7761041,924.5802663,922.388323,20,0,34.88746376
25-01-2021,DEEPAKNTR,EQ,1001,1011.25,1012.4,981.65,983.3,986.2,995.38,363962,3.62279E+13,26418,145567,0.4,25-01-2021,17.26868248,24.16363808,0,-14.8,40.76561451,1007.696026,997.9088727,965.4480555,928.3574364,925.0712602,922.8123208,5.35,0,34.88746376
27-01-2021,DEEPAKNTR,EQ,986.2,986,988,961,966,966.5,970.75,382009,3.70836E+13,31092,156436,0.4095,27-01-2021,12.75899694,21.88270985,0,-19.7,27.68096515,1000.205839,994.9175515,965.4893082,928.7369644,925.4013697,923.1026044,20.65,0,34.88746376
28-01-2021,DEEPAKNTR,EQ,966.5,952,1010.05,941.2,980,973,980.52,646672,6.34074E+13,39705,177599,0.2746,28-01-2021,9.598884374,19.42594476,6.5,0,16.55065739,995.2593231,992.8301657,965.7838452,929.1773927,925.7806416,923.4341486,0,22.05,34.88746376
29-01-2021,DEEPAKNTR,EQ,973,990,1005,961.2,971.95,971.55,985.93,443942,4.37694E+13,23791,104451,0.2353,29-01-2021,6.897954193,16.92034664,0,-1.45,16.99761716,990.9485371,990.8034832,966.0099689,929.5990106,926.1453377,923.7538552,0,0,34.88746376
01-02-2021,DEEPAKNTR,EQ,971.55,971.55,1002.85,944,991,990.45,969.22,738275,7.15549E+13,42277,264739,0.3586,01-02-2021,6.210923947,14.7784621,18.9,0,34.06593407,990.857894,990.7698182,966.9684015,930.2044931,926.6577254,924.197019,17.2,0,34.88746376
02-02-2021,DEEPAKNTR,EQ,990.45,981.35,1010.15,978,985,981.55,990.67,798239,7.90788E+13,23904,437420,0.548,02-02-2021,4.891901116,12.80114991,0,-8.9,31.65552497,989.1655496,989.8917402,967.5402289,930.7153937,927.0951141,924.5781019,0,7.3,34.88746376
03-02-2021,DEEPAKNTR,EQ,981.55,991.5,1062,985,1062,1049.8,1027.86,1475620,1.51673E+14,57115,499553,0.3385,03-02-2021,9.247174954,12.09035492,68.25,0,55.72675912,1000.189995,995.5972888,970.7661022,931.9003151,928.0728423,925.4101411,0,51.85,45.88171255
04-02-2021,DEEPAKNTR,EQ,1049.8,1058.4,1059.8,1018.75,1029,1026.25,1039.49,731744,7.6064E+13,28629,269191,0.3679,04-02-2021,10.67541315,11.80736656,0,-23.55,47.77539852,1004.928178,998.5165946,972.9419414,932.839118,928.8551304,926.0801734,0,0,40.99997638
05-02-2021,DEEPAKNTR,EQ,1026.25,1034.45,1037.9,1009.05,1012.05,1012.65,1021.77,329802,3.3698E+13,15638,101025,0.3063,05-02-2021,10.58784577,11.5634624,0,-13.6,47.72997385,1006.332146,999.8626332,974.4991201,933.6332561,929.5228186,926.6553882,9.7,0,36.63788357
08-02-2021,DEEPAKNTR,EQ,1012.65,1015,1047.05,1013.35,1032,1028.45,1029.01,354726,3.65016E+13,19359,113415,0.3197,08-02-2021,11.6589785,11.58256562,15.8,0,53.90860589,1010.353574,1002.58524,976.6148409,934.5767063,930.311083,927.3317643,0,9.15,32.67515
