,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Date,MACD,Signal_Line,up,down,RSI,EMA10,EMA20,EMA50,EMA200,EMA250,EMA300,DMIN,DMIP,ADX14
03-02-2021,BAJFINANCE,EQ,5173.2,5218.6,5270,5140,5248.15,5245.1,5226.65,2650783,1.38547E+15,139498,533119,0.2011,03-02-2021,-19.70242799,-57.27744168,71.9,0,61.4963381,5016.831923,5015.355604,5080.224315,5163.54397,5171.050281,5176.216396,0,0,36.45471552
04-02-2021,BAJFINANCE,EQ,5245.1,5214,5543,5206.05,5505,5504.85,5393.93,5325888,2.87275E+15,278477,1123647,0.211,04-02-2021,21.23299721,-41.5753539,259.75,0,68.21480406,5105.562482,5061.974118,5096.876302,5166.940049,5173.71004,5178.400008,0,273,35.31468233
05-02-2021,BAJFINANCE,EQ,5504.85,5526,5627,5470,5522,5538.55,5541.96,4437987,2.45951E+15,206223,826342,0.1862,05-02-2021,55.75125915,-22.11003129,33.7,0,68.71339181,5184.287485,5107.362297,5114.196839,5170.637661,5176.617131,5180.793032,0,84,34.39693787
08-02-2021,BAJFINANCE,EQ,5538.55,5542,5665,5475.3,5495.75,5497.7,5594.35,2800809,1.56687E+15,164203,556373,0.1986,08-02-2021,78.90145002,-1.907735032,0,-40.85,73.90369073,5241.271579,5144.537317,5129.236179,5173.892013,5179.17556,5182.898726,0,38,34.15163123
09-02-2021,BAJFINANCE,EQ,5497.7,5537.5,5539,5382.6,5409.8,5400.3,5438.14,2263904,1.23114E+15,183383,534719,0.2362,09-02-2021,88.37010156,16.14783229,0,-97.4,64.85203515,5270.185837,5168.895667,5139.866133,5176.144828,5180.937508,5184.343252,92.7,0,33.13466032
10-02-2021,BAJFINANCE,EQ,5400.3,5434.7,5502.35,5395,5493,5475.9,5444.46,2638012,1.43625E+15,142815,404881,0.1535,10-02-2021,100.8122633,33.08071849,75.6,0,66.05871452,5307.588412,5198.134175,5153.043932,5179.127467,5183.287807,5186.280507,0,0,32.20683514
11-02-2021,BAJFINANCE,EQ,5475.9,5470,5588,5455.75,5570,5567.05,5552.08,2028947,1.12649E+15,108051,285379,0.1407,11-02-2021,116.6827631,49.8011274,91.15,0,65.03098308,5354.763246,5233.269016,5169.279464,5182.987393,5186.345673,5188.810536,0,85.65,33.27227174
12-02-2021,BAJFINANCE,EQ,5567.05,5570,5618,5532.05,5576,5577.45,5571.32,1625268,9.05489E+14,87616,233955,0.1439,12-02-2021,128.6168268,65.56426729,10.4,0,72.2815677,5395.251747,5266.048157,5185.286151,5186.912394,5189.462042,5191.392858,0,30,34.84605858
15-02-2021,BAJFINANCE,EQ,5577.45,5605.35,5799,5600,5777,5779.85,5731.57,3168826,1.81624E+15,161491,491203,0.155,15-02-2021,152.6470269,82.98081922,202.4,0,79.1169491,5465.178702,5314.981666,5208.602381,5192.81227,5194.166328,5195.302873,0,181,37.77106621
16-02-2021,BAJFINANCE,EQ,5779.85,5791.4,5822.2,5690.3,5768,5760.25,5739.31,2126810,1.22064E+15,113930,212909,0.1001,16-02-2021,168.1710068,100.0188567,0,-19.6,81.52012949,5518.828029,5357.388174,5230.235621,5198.458417,5198.676955,5199.056674,0,23.2,41.39275863
17-02-2021,BAJFINANCE,EQ,5760.25,5730,5799,5670,5696,5705.15,5734.6,2346395,1.34556E+15,109776,554791,0.2364,17-02-2021,174.0217487,114.8194351,0,-55.1,80.39328896,5552.704751,5390.508348,5248.859714,5203.500124,5202.712597,5202.419421,20.3,0,45.1841596
18-02-2021,BAJFINANCE,EQ,5705.15,5699,5714.75,5522.2,5564,5563.35,5591.2,2317513,1.29577E+15,153582,585253,0.2525,18-02-2021,165.3108286,124.9177138,0,-141.8,76.93882858,5554.640251,5406.969458,5261.192666,5207.08072,5205.586202,5204.81763,147.8,0,47.83142479
19-02-2021,BAJFINANCE,EQ,5563.35,5560,5621.95,5425,5499,5497.95,5529.82,2744456,1.51763E+15,154750,399433,0.1455,19-02-2021,151.3850555,130.2111822,0,-65.4,67.16680342,5544.332933,5415.634271,5270.477268,5209.974942,5207.915794,5206.765354,97.2,0,50.86923448
22-02-2021,BAJFINANCE,EQ,5497.95,5480,5538.7,5334.75,5350,5376.85,5411.35,2000563,1.08258E+15,132228,331646,0.1658,22-02-2021,129.0889649,129.9867387,0,-121.1,57.91703923,5513.88149,5411.940531,5274.648747,5211.63539,5209.261883,5207.895484,90.25,0,51.28593141
23-02-2021,BAJFINANCE,EQ,5376.85,5420,5504.65,5350,5360,5383.7,5423.47,2190245,1.18787E+15,113673,337449,0.1541,23-02-2021,110.6958572,126.1285624,6.85,0,55.67521088,5490.212128,5409.250957,5278.925267,5213.347476,5210.651828,5209.063621,0,0,50.83118507
24-02-2021,BAJFINANCE,EQ,5383.7,5444,5578.9,5383,5556.85,5562.9,5508.93,1908795,1.05154E+15,113509,419118,0.2196,24-02-2021,109.3189683,122.7666436,179.2,0,52.54482487,5503.428105,5423.884199,5290.061531,5216.82561,5213.458587,5211.414693,0,74.25,48.30389015
25-02-2021,BAJFINANCE,EQ,5562.9,5601,5619.95,5511.35,5540,5529.95,5554.96,1584595,8.80236E+14,95002,360027,0.2272,25-02-2021,104.3659188,119.0864986,0,-32.95,49.62274083,5508.250268,5433.985704,5299.468922,5219.941276,5215.980431,5213.531207,0,41.05,45.24477665
26-02-2021,BAJFINANCE,EQ,5529.95,5430,5454,5221,5243.55,5264.9,5307.79,3713326,1.97095E+15,231050,1131618,0.3047,26-02-2021,78.15237964,110.8996748,0,-265.05,41.46627566,5464.004765,5417.882303,5298.113278,5220.388626,5216.370228,5213.872527,290.35,0,42.60403525
01-03-2021,BAJFINANCE,EQ,5264.9,5315,5369.9,5195,5279,5266.8,5282.19,2031881,1.07328E+15,129864,353051,0.1738,01-03-2021,56.87564801,100.0948695,1.9,0,44.73787939,5428.149353,5403.493513,5296.885306,5220.850431,5216.772059,5214.224205,26,0,40.6228108
02-03-2021,BAJFINANCE,EQ,5266.8,5300,5410,5262.05,5313.5,5316.3,5327.07,2208634,1.17655E+15,143114,563942,0.2553,02-03-2021,43.50640644,88.77717686,49.5,0,43.57694784,5407.813107,5395.189369,5297.646667,5221.800178,5217.56511,5214.902449,0,40.1,38.43794113
03-03-2021,BAJFINANCE,EQ,5316.3,5364.15,5573.35,5340.1,5544,5542.9,5451.92,2252413,1.228E+15,144003,543077,0.2411,03-03-2021,50.6124832,81.14423813,226.6,0,49.12363465,5432.37436,5409.257048,5307.264445,5224.995201,5220.15742,5217.081835,0,163.35,36.03629895
04-03-2021,BAJFINANCE,EQ,5542.9,5430,5567.15,5401,5492,5485.9,5494.77,2234698,1.22791E+15,123075,575347,0.2575,04-03-2021,51.05613328,75.12661716,0,-57,46.78647899,5442.106295,5416.556377,5314.269761,5227.591269,5222.274891,5218.868002,0,0,33.37237622
05-03-2021,BAJFINANCE,EQ,5485.9,5440,5519.75,5402.1,5454,5444.9,5451.36,2075760,1.13157E+15,123323,476392,0.2295,05-03-2021,47.55123082,69.61153989,0,-41,36.74042991,5442.614241,5419.255769,5319.392515,5229.753545,5224.048796,5220.369876,0,0,31.2410904
08-03-2021,BAJFINANCE,EQ,5444.9,5469,5493.95,5311,5330,5320.65,5370.49,1721042,9.24285E+14,112381,340461,0.1978,08-03-2021,34.35164934,62.55956178,0,-124.25,33.92922425,5420.438925,5409.864744,5319.441828,5230.657987,5224.818527,5221.036189,91.1,0,28.97969337
09-03-2021,BAJFINANCE,EQ,5320.65,5371,5445,5335,5414,5415.05,5398.33,1811496,9.77905E+14,97784,391513,0.2161,09-03-2021,31.14910945,56.27747132,94.4,0,39.69083156,5419.45912,5410.358578,5323.191168,5232.492733,5226.334315,5222.325318,0,0,25.97418082
10-03-2021,BAJFINANCE,EQ,5415.05,5440,5561,5440,5538,5545.05,5512.54,2191250,1.20793E+15,116304,586750,0.2678,10-03-2021,38.65539175,52.7530554,130,0,49.34418005,5442.293826,5423.186332,5331.891515,5235.602756,5228.873882,5224.469668,0,116,22.67457479
12-03-2021,BAJFINANCE,EQ,5545.05,5600,5670,5521,5538.05,5557.85,5602.09,2508013,1.40501E+15,173343,461103,0.1839,12-03-2021,45.1169475,51.22583382,12.8,0,52.23074631,5463.304039,5436.011443,5340.752632,5238.809196,5231.495206,5226.684819,0,109,19.69057079
15-03-2021,BAJFINANCE,EQ,5557.85,5571.05,5585.65,5350.55,5420.15,5439.05,5419.3,2087010,1.13101E+15,132599,357987,0.1715,15-03-2021,40.18834363,49.01833579,0,-118.8,52.32037604,5458.894214,5436.30083,5344.60743,5240.801642,5233.149029,5228.095884,170.45,0,18.27079357
16-03-2021,BAJFINANCE,EQ,5439.05,5488.45,5507,5420,5453,5455.95,5465.19,1561305,8.53283E+14,101760,218360,0.1399,16-03-2021,37.21706318,46.65808126,16.9,0,52.67523235,5458.358902,5438.172179,5348.973806,5242.942422,5234.924336,5229.609865,0,0,16.85101634
17-03-2021,BAJFINANCE,EQ,5455.95,5460,5460.4,5344.45,5357.5,5359.8,5400.62,1134758,6.12839E+14,76765,188610,0.1662,17-03-2021,26.79492535,42.68545008,0,-96.15,41.98690129,5440.439102,5430.708162,5349.398362,5244.105184,5235.919361,5230.474915,75.55,0,17.51852589
18-03-2021,BAJFINANCE,EQ,5359.8,5423,5545,5305,5393.4,5371.85,5440.04,2339058,1.27246E+15,148245,515092,0.2202,18-03-2021,19.28533104,38.00542627,12.05,0,43.65773427,5427.968356,5425.102623,5350.278819,5245.376276,5237.002474,5231.414285,0,84.6,18.1852113
19-03-2021,BAJFINANCE,EQ,5371.85,5316,5479,5190.05,5446.5,5453.25,5320.69,3220310,1.71343E+15,180398,863992,0.2683,19-03-2021,19.67541719,34.33942446,81.4,0,58.86144437,5432.565019,5427.783325,5354.316904,5247.444672,5238.725561,5232.888276,114.95,0,16.59081091
22-03-2021,BAJFINANCE,EQ,5453.25,5446.5,5497,5337,5384.1,5389.35,5399.03,1938461,1.04658E+15,136945,317881,0.164,22-03-2021,14.65938307,30.40341618,0,-63.9,55.44787731,5424.707742,5424.123009,5355.690751,5248.856665,5239.925756,5233.927889,0,18,15.63724952
23-03-2021,BAJFINANCE,EQ,5389.35,5410,5445,5350,5376,5378.8,5390.75,1849038,9.96769E+14,123574,407343,0.2203,23-03-2021,9.720787868,26.26689052,0,-10.55,52.87806226,5416.36088,5419.806532,5356.596996,5250.149633,5241.032324,5234.890494,0,0,14.70743874
24-03-2021,BAJFINANCE,EQ,5378.8,5374,5374,5260,5278,5270.3,5298.86,1737643,9.20753E+14,107183,346628,0.1995,24-03-2021,-2.914530742,20.43060627,0,-108.5,35.91505632,5389.804357,5405.567814,5353.2128,5250.350135,5241.265532,5235.125773,90,0,15.77514963
25-03-2021,BAJFINANCE,EQ,5270.3,5280,5300,5103.15,5124,5122.2,5158.84,2343271,1.20885E+15,145235,422514,0.1803,25-03-2021,-24.59502788,11.42547944,0,-148.1,32.82489611,5341.149019,5378.580404,5344.153475,5249.075009,5240.316803,5234.375436,156.85,0,17.46839652
26-03-2021,BAJFINANCE,EQ,5122.2,5170,5248,5135,5186.4,5183.05,5200.33,2347460,1.22076E+15,147771,594056,0.2531,26-03-2021,-36.44675608,1.851032332,60.85,0,37.86214249,5312.403743,5359.95846,5337.835691,5248.418044,5239.860494,5234.034403,0,0,17.72748184
30-03-2021,BAJFINANCE,EQ,5183.05,5234.85,5260,5150,5205.6,5193.55,5204.44,1845391,9.60422E+14,127427,662076,0.3588,30-03-2021,-44.47934364,-7.415042863,10.5,0,43.41382527,5290.793971,5344.110036,5332.177429,5247.872093,5239.491486,5233.765404,0,12,16.81614912
31-03-2021,BAJFINANCE,EQ,5193.55,5185,5218.8,5122.95,5138.75,5149.85,5159.49,1845975,9.5243E+14,141930,711501,0.3854,31-03-2021,-53.75183425,-16.68240114,0,-43.7,35.4955152,5265.167795,5325.60908,5325.027334,5246.896749,5238.777211,5233.207826,27.05,0,16.12747026
01-04-2021,BAJFINANCE,EQ,5149.85,5210,5288.5,5161.95,5255,5272.15,5213.4,2148234,1.11996E+15,106992,827844,0.3854,01-04-2021,-50.64792422,-23.47550576,122.3,0,34.94760066,5266.437287,5320.517739,5322.953713,5247.148025,5239.04313,5233.466578,0,69.7,17.6449831
05-04-2021,BAJFINANCE,EQ,5272.15,5259,5259,4920.6,4969.5,4962.5,5005.1,3739680,1.87175E+15,260025,1078850,0.2885,05-04-2021,-72.34032606,-33.24846982,0,-309.65,25.26280799,5211.175962,5286.420811,5308.818273,5244.315706,5236.839599,5231.666136,241.35,0,21.98934669
06-04-2021,BAJFINANCE,EQ,4962.5,5050,5059.45,4952.6,4996,4993.1,5008.18,2070906,1.03715E+15,137243,358598,0.1732,06-04-2021,-86.07038077,-43.81285201,30.6,0,30.00493207,5171.525787,5258.485496,5296.437164,5241.816047,5234.897451,5230.080979,0,0,25.95663058
07-04-2021,BAJFINANCE,EQ,4993.1,4980,5109,4940,5069.1,5077.1,5043.73,2402782,1.2119E+15,130810,609473,0.2537,07-04-2021,-89.1458324,-52.87944809,84,0,33.97758511,5154.357462,5241.210687,5287.835707,5240.177082,5233.640101,5229.064494,0,49.55,29.32655041
08-04-2021,BAJFINANCE,EQ,5077.1,5100,5115,5015,5027.3,5029.5,5061.08,1407879,7.12539E+14,114649,383568,0.2724,08-04-2021,-94.33661834,-61.17088214,0,-47.6,35.43265414,5131.656105,5221.047764,5277.704895,5238.080792,5232.013486,5227.738484,0,6,31.36114161
09-04-2021,BAJFINANCE,EQ,5029.5,5000,5010,4845,4878,4872.3,4908.86,2902646,1.42487E+15,239654,1274214,0.439,09-04-2021,-109.8685832,-70.91042235,0,-157.2,30.46878055,5084.50045,5187.833691,5261.806664,5234.441183,5229.147243,5225.376767,170,0,35.32301439
12-04-2021,BAJFINANCE,EQ,4872.3,4740,4740,4400,4519,4511,4535.1,4500046,2.04082E+15,334289,1261611,0.2804,12-04-2021,-149.6070903,-86.64975594,0,-361.3,19.77546111,4980.227641,5123.37334,5232.363265,5227.242763,5223.424954,5220.630077,445,0,40.48833901
13-04-2021,BAJFINANCE,EQ,4511,4535.1,4774.9,4514.05,4730,4728.75,4660.26,3175019,1.47964E+15,204148,516743,0.1628,13-04-2021,-161.6659538,-101.6529955,217.75,0,30.71353498,4934.504433,5085.790165,5212.613725,5222.282636,5219.483321,5217.361771,0,34.9,45.16893787
15-04-2021,BAJFINANCE,EQ,4728.75,4708.1,4750,4566.1,4650,4660.3,4647.44,2897185,1.34645E+15,189454,998685,0.3447,15-04-2021,-174.7318332,-116.2687631,0,-68.45,29.70912172,4884.649082,5045.267292,5190.954364,5216.690769,5215.027677,5213.660364,0,0,50.12887049
16-04-2021,BAJFINANCE,EQ,4660.3,4661,4690,4590,4599,4616.6,4644.03,2142648,9.95053E+14,148104,621923,0.2903,16-04-2021,-186.4634272,-130.3076959,0,-43.7,30.83777921,4835.912885,5004.441835,5168.430663,5210.719716,5210.259329,5209.693185,0,0,53.48190162
19-04-2021,BAJFINANCE,EQ,4616.6,4450,4504,4362,4478.8,4479.6,4435.76,3426507,1.51992E+15,251715,1107890,0.3233,19-04-2021,-204.4586826,-145.1378932,0,-137,31.0397734,4771.128724,4954.456899,5141.417696,5203.444893,5204.437343,5204.842068,228,0,56.12508026
20-04-2021,BAJFINANCE,EQ,4479.6,4563,4699,4555.2,4597.05,4613.65,4633.76,3394597,1.57298E+15,201098,738220,0.2175,20-04-2021,-205.5340686,-157.2171283,134.05,0,33.89523702,4742.496229,4921.999099,5120.720923,5197.576287,5199.729874,5200.913881,0,195,57.13686754
22-04-2021,BAJFINANCE,EQ,4613.65,4550,4714,4505.75,4680.6,4688.7,4634.09,2563539,1.18797E+15,162698,452698,0.1766,22-04-2021,-198.0474444,-165.3831915,75.05,0,36.22397468,4732.715096,4899.780137,5103.778926,5192.512842,5195.657923,5197.510467,49.45,0,58.91096622
23-04-2021,BAJFINANCE,EQ,4688.7,4621.1,4759.8,4610.5,4654,4667.8,4687.79,2729525,1.27954E+15,168132,305723,0.112,23-04-2021,-191.5921411,-170.6249814,0,-20.9,36.68039015,4720.912352,4877.686791,5086.681714,5187.291818,5191.451883,5193.990796,0,45.8,60.157488
26-04-2021,BAJFINANCE,EQ,4667.8,4690,4829,4690,4744,4736.55,4768.93,2903989,1.38489E+15,175366,768523,0.2646,26-04-2021,-178.8668506,-172.2733553,68.75,0,34.74943052,4723.75556,4864.245192,5072.951058,5182.806825,5187.827167,5190.951322,0,69.2,60.94317299
27-04-2021,BAJFINANCE,EQ,4736.55,4747,4889.85,4746.55,4886,4865.05,4818.15,2644997,1.2744E+15,148957,777955,0.2941,27-04-2021,-156.6078127,-169.1402468,128.5,0,46.90605454,4749.445458,4864.32184,5064.798076,5179.645066,5185.255238,5188.785865,0,60.85,58.55787005
28-04-2021,BAJFINANCE,EQ,4865.05,4915,5310,4915,5255,5280.9,5158.33,8576454,4.42402E+15,466644,1420176,0.1656,28-04-2021,-104.2104718,-156.1542918,415.85,0,57.34146217,4846.073557,4903.99595,5073.272661,5180.652578,5186.017347,5189.397919,0,420.15,54.41740621
29-04-2021,BAJFINANCE,EQ,5280.9,5350,5525,5330,5475,5484.85,5440.24,7258486,3.94879E+15,392154,1537401,0.2118,29-04-2021,-45.70132469,-134.0636984,203.95,0,59.80144708,4962.214728,4959.315384,5089.412949,5183.679418,5188.398484,5191.361056,0,215,51.39887116
30-04-2021,BAJFINANCE,EQ,5484.85,5350,5524.65,5327.7,5449,5451.9,5449.83,4124888,2.24799E+15,233718,886610,0.2149,30-04-2021,-1.968502023,-107.6446591,0,-32.95,60.22562216,5051.248414,5006.228204,5103.628127,5186.348279,5190.498098,5193.092212,2.3,0,48.73352813
03-05-2021,BAJFINANCE,EQ,5451.9,5316.3,5580,5291.25,5546,5551.15,5450.95,4033591,2.19869E+15,217761,878746,0.2179,03-05-2021,40.23491747,-78.06874377,99.25,0,66.90826671,5142.139612,5058.125518,5121.178005,5189.978147,5193.371818,5195.471333,0,55.35,45.36914631
04-05-2021,BAJFINANCE,EQ,5551.15,5610,5749.95,5560,5594.7,5615.75,5670.74,4838347,2.7437E+15,262578,912912,0.1887,04-05-2021,77.9950334,-46.85598834,64.6,0,82.28846997,5228.250591,5111.232612,5140.572985,5194.214683,5196.737381,5198.263882,0,169.95,44.50933824
05-05-2021,BAJFINANCE,EQ,5615.75,5683,5700,5452.4,5515,5515.15,5545.16,4378693,2.42806E+15,253249,737993,0.1685,05-05-2021,98.6652663,-17.75173741,0,-100.6,74.67369478,5280.41412,5149.700934,5155.262279,5197.408069,5199.274533,5200.369438,107.6,0,42.97897675
06-05-2021,BAJFINANCE,EQ,5515.15,5568,5619.9,5473.35,5531.1,5528.8,5538.38,2223111,1.23124E+15,131458,250505,0.1127,06-05-2021,114.8243916,8.76348839,13.65,0,78.22004159,5325.575189,5185.805607,5169.910817,5200.705501,5201.900234,5202.551701,0,0,41.44861526
07-05-2021,BAJFINANCE,EQ,5528.8,5590,5613.15,5458,5482,5493.8,5524.44,1851033,1.02259E+15,113203,179854,0.0972,07-05-2021,123.3841121,31.68761313,0,-35,78.66479315,5356.161518,5215.138407,5182.612354,5203.621864,5204.226129,5204.486905,15.35,0,39.95633902
10-05-2021,BAJFINANCE,EQ,5493.8,5575,5575,5445,5497.75,5497.5,5495.43,1997339,1.09762E+15,126114,448660,0.2246,10-05-2021,128.9795158,51.14599365,3.7,0,86.43685567,5381.859424,5242.029987,5194.960889,5206.546025,5206.562973,5206.433836,13,0,39.98268134
11-05-2021,BAJFINANCE,EQ,5497.5,5411.25,5458.1,5390,5423,5424.7,5423.67,1617248,8.77141E+14,105148,301812,0.1866,11-05-2021,126.0861196,66.13401884,0,-72.8,80.36389502,5389.64862,5259.427131,5203.970266,5208.716711,5208.301116,5207.88411,55,0,40.81925256
12-05-2021,BAJFINANCE,EQ,5424.7,5413.1,5440,5329.4,5362,5358.4,5384,1539336,8.28779E+14,92340,273002,0.1774,12-05-2021,117.093446,76.32590427,0,-66.3,75.23741333,5383.967053,5268.853119,5210.026334,5210.206097,5209.497123,5208.884215,60.6,0,41.35507747
14-05-2021,BAJFINANCE,EQ,5358.4,5405,5405,5267,5322,5330.35,5318.16,1525762,8.11425E+14,106402,198146,0.1299,14-05-2021,106.475899,82.35590321,0,-28.05,74.83413921,5374.218498,5274.709964,5214.744909,5211.401559,5210.460094,5209.691297,62.4,0,41.62986509
17-05-2021,BAJFINANCE,EQ,5330.35,5350,5490,5315.05,5437.95,5430.1,5418.03,2411583,1.3066E+15,145844,610339,0.2531,17-05-2021,104.9011724,86.86495704,99.75,0,75.40569252,5384.378771,5289.509015,5223.190207,5213.577663,5212.210213,5211.155807,0,85,41.9425167
18-05-2021,BAJFINANCE,EQ,5430.1,5501,5705,5501,5676.2,5688.75,5639.16,3147883,1.77514E+15,184119,658654,0.2092,18-05-2021,123.1050057,94.11296677,258.65,0,77.5466524,5439.718994,5327.531966,5241.447454,5218.305746,5216.007343,5214.32919,0,215,43.75104819
19-05-2021,BAJFINANCE,EQ,5688.75,5674.95,5722.9,5595,5616.95,5631.2,5648.15,2250906,1.27135E+15,139112,508043,0.2257,19-05-2021,131.373479,101.5650692,0,-57.55,65.4072836,5474.533723,5356.452731,5256.731867,5222.414146,5219.315651,5217.099096,0,17.9,46.64480319
20-05-2021,BAJFINANCE,EQ,5631.2,5628,5658,5545,5595,5588.75,5594.05,1488827,8.32857E+14,102392,385607,0.259,20-05-2021,132.9681692,107.8456892,0,-42.45,55.32656618,5495.300318,5378.576281,5269.752186,5226.059279,5222.259351,5219.568537,50,0,47.4657179
21-05-2021,BAJFINANCE,EQ,5588.75,5660,5695,5586.3,5634,5631.75,5642.74,1856966,1.04784E+15,106119,338591,0.1823,21-05-2021,136.132463,113.503044,43,0,59.12619881,5520.109351,5402.688064,5283.948179,5230.096003,5225.522225,5222.307284,0,37,48.56241535
24-05-2021,BAJFINANCE,EQ,5631.75,5634,5688,5590,5593,5602.9,5625.89,1215060,6.83579E+14,77304,173730,0.143,24-05-2021,134.7588189,117.754199,0,-28.85,52.82802339,5535.162197,5421.755867,5296.456093,5233.805495,5228.529219,5224.836139,0,0,48.39828547
25-05-2021,BAJFINANCE,EQ,5602.9,5640,5658.8,5582,5640,5618.65,5622.68,1315546,7.39689E+14,71438,325222,0.2472,25-05-2021,133.4032993,120.884019,15.75,0,50.16741716,5550.341797,5440.507689,5309.091149,5237.634794,5231.637751,5227.452843,8,0,44.00807669
26-05-2021,BAJFINANCE,EQ,5618.65,5640,5794.8,5586.1,5768.55,5771.15,5720.16,2916746,1.66843E+15,153495,455773,0.1563,26-05-2021,142.9862592,125.3044671,152.5,0,63.94335512,5590.488743,5471.997433,5327.211104,5242.943403,5235.936653,5231.065449,0,136,42.42647395
27-05-2021,BAJFINANCE,EQ,5771.15,5779.95,5782.15,5651,5682,5682.2,5693.17,2152590,1.22551E+15,131033,710306,0.33,27-05-2021,141.7690766,128.597389,0,-88.95,57.72173563,5607.163517,5492.016725,5341.132237,5247.314115,5239.492537,5234.06302,0,0,40.8448712
28-05-2021,BAJFINANCE,EQ,5682.2,5724,5750,5592.1,5616,5610.75,5662.69,1526375,8.64339E+14,95078,273889,0.1794,28-05-2021,133.5001264,129.5779365,0,-71.45,55.67856276,5607.815605,5503.324656,5351.705482,5250.930393,5242.450763,5236.565924,58.9,0,38.85911761
31-05-2021,BAJFINANCE,EQ,5610.75,5620,5664.7,5560,5635.75,5627.95,5613.97,1795811,1.00816E+15,108471,361206,0.2011,31-05-2021,126.872315,129.0368122,17.2,0,56.25209681,5611.476404,5515.193737,5362.538601,5254.681832,5245.52247,5239.166482,32.1,0,35.03728724
01-06-2021,BAJFINANCE,EQ,5627.95,5644,5818,5625.4,5775,5784.8,5742.54,2853451,1.6386E+15,168093,525956,0.1843,01-06-2021,132.7459977,129.7786493,156.85,0,65.97179101,5642.989785,5540.870524,5379.097871,5259.956639,5249.819503,5242.791954,0,153.3,33.50699027
02-06-2021,BAJFINANCE,EQ,5784.8,5756.5,5845,5742.55,5808,5808.65,5794.74,2013195,1.16659E+15,113945,420510,0.2089,02-06-2021,137.737675,131.3704544,23.85,0,70.75171683,5673.109824,5566.373331,5395.943053,5265.416275,5254.272335,5246.551808,0,27,32.89613978
03-06-2021,BAJFINANCE,EQ,5808.65,5840,5915,5780.15,5890,5901.5,5865.07,2230378,1.30813E+15,125776,376891,0.169,03-06-2021,147.4857107,134.5935057,92.85,0,74.84016875,5714.635311,5598.290156,5415.768815,5271.745466,5259.429528,5250.903624,0,70,33.96234705
04-06-2021,BAJFINANCE,EQ,5901.5,5915,6010,5900,5982.2,5993.45,5961.57,2445367,1.45782E+15,110752,541847,0.2216,04-06-2021,160.7773546,139.8302755,91.95,0,74.66830144,5765.328891,5635.924427,5438.42298,5278.926606,5265.278296,5255.837487,0,95,35.01381306
07-06-2021,BAJFINANCE,EQ,5993.45,5800,5843.85,5682.45,5726,5729.75,5736.35,2835805,1.62672E+15,218182,976264,0.3443,07-06-2021,148.3229177,141.5288039,0,-263.7,51.78742698,5758.860001,5644.860196,5449.847569,5283.412411,5268.979266,5258.986407,217.55,0,32.27271081
08-06-2021,BAJFINANCE,EQ,5729.75,5751,5817,5720.15,5746.85,5755.4,5770.67,1789007,1.03238E+15,103759,442611,0.2474,08-06-2021,138.9210322,141.0072496,25.65,0,55.56950673,5758.23091,5655.387796,5461.830017,5288.108804,5272.855129,5262.284836,0,0,30.55964845
09-06-2021,BAJFINANCE,EQ,5755.4,5795,5795,5627.3,5672,5674.5,5707.64,1538112,8.779E+14,95674,381889,0.2483,09-06-2021,123.5181756,137.5094348,0,-80.9,53.71710954,5743.007108,5657.208006,5470.170016,5291.953493,5276.055486,5265.023807,92.85,0,30.00835517
10-06-2021,BAJFINANCE,EQ,5674.5,5715,6115,5677,6109.8,6086.4,5946,5296120,3.14907E+15,303049,1092297,0.2062,10-06-2021,142.9009156,138.5877309,411.9,0,64.93250567,5805.44218,5698.083434,5494.335898,5299.858433,5282.512415,5270.481457,0,320,30.68446259
11-06-2021,BAJFINANCE,EQ,6086.4,6105.35,6230,6045.2,6115,6120,6150.03,3702721,2.27718E+15,226221,429052,0.1159,11-06-2021,159.1386645,142.6979176,33.6,0,66.93078384,5862.634511,5738.265964,5518.871745,5308.019046,5289.185622,5276.126098,0,115,32.12255852
14-06-2021,BAJFINANCE,EQ,6120,6069.7,6249,5975.6,6198.95,6194.15,6151.86,2633601,1.62015E+15,167342,287338,0.1091,14-06-2021,175.9621011,149.3507543,74.15,0,68.14884894,5922.910054,5781.683492,5545.353245,5316.836269,5296.396494,5282.225925,69.6,0,34.24774295
15-06-2021,BAJFINANCE,EQ,6194.15,6219,6239.8,6150,6157.95,6161.15,6187.26,1523661,9.42729E+14,103078,382660,0.2511,15-06-2021,184.5051116,156.3816258,0,-33,63.30150068,5966.226408,5817.823159,5569.502138,5325.237401,5303.28696,5288.065952,0,0,33.87071461
16-06-2021,BAJFINANCE,EQ,6161.15,6140,6160.9,6062.8,6096,6081.6,6108.74,1481658,9.05106E+14,88957,519408,0.3506,16-06-2021,182.7498622,161.6552731,0,-79.55,63.71000961,5987.203425,5842.944763,5589.584407,5332.763397,5309.488658,5293.338603,87.2,0,32.91332257
17-06-2021,BAJFINANCE,EQ,6081.6,5920,6115,5920,6034,6050.25,6050.61,1871857,1.13259E+15,104459,499038,0.2666,17-06-2021,176.7911925,164.682457,0,-31.35,65.51358983,5998.666438,5862.688119,5607.649724,5339.902567,5315.391138,5298.367915,142.8,0,31.9709375
