,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Date,MACD,Signal_Line,up,down,RSI,EMA10,EMA20,EMA50,EMA200,EMA250,EMA300,DMIN,DMIP,ADX14
11-01-2021,BAJFINANCE,EQ,5082,5108,5110.95,4958.25,4983.35,4984.25,5001.35,2924164,1.46248E+15,172965,717361,0.2453,11-01-2021,-37.43677256,-12.08945142,0,-97.75,,5120.400309,5159.753413,5186.572181,5199.851334,5200.710885,5201.281366,83.75,0,37.11876373
12-01-2021,BAJFINANCE,EQ,4984.25,4984.25,5099,4951,5042,5042.2,5022.51,3335908,1.67546E+15,143795,442261,0.1326,12-01-2021,-41.86719771,-18.04500068,57.95,0,,5106.182071,5148.55785,5180.910527,5198.282664,5199.44785,5200.224347,7.25,0,37.11876373
13-01-2021,BAJFINANCE,EQ,5042.2,5066,5074,4826.25,4894,4902.9,4940.77,3269373,1.61532E+15,176033,670386,0.2051,13-01-2021,-55.97346018,-25.63069258,0,-139.3,,5069.221695,5125.161864,5170.008153,5195.343533,5197.084919,5198.24877,124.75,0,37.11876373
14-01-2021,BAJFINANCE,EQ,4902.9,4902.9,4966.8,4834,4876,4877.35,4898.18,2680811,1.31311E+15,158136,476743,0.1778,14-01-2021,-68.42567766,-34.18968959,0,-25.55,,5034.335932,5101.560734,5158.531363,5192.179418,5194.53723,5196.116552,0,0,37.11876373
15-01-2021,BAJFINANCE,EQ,4877.35,4877,4927,4842.4,4877.05,4883.6,4882.57,2544916,1.24257E+15,136511,260041,0.1022,15-01-2021,-76.90333321,-42.73241831,6.25,0,30.4477794,5006.929399,5080.802569,5147.749741,5189.108976,5192.059643,5194.04003,0,0,37.11876373
18-01-2021,BAJFINANCE,EQ,4883.6,4870,4880,4686,4699,4719.85,4746.63,3703413,1.75787E+15,224913,975226,0.2633,18-01-2021,-95.73165783,-53.33226622,0,-163.75,25.47078336,4954.733145,5046.426134,5130.969359,5184.439733,5188.297016,5190.889266,156.4,0,37.11876373
19-01-2021,BAJFINANCE,EQ,4719.85,4765.1,4994.95,4752,4968,4959.15,4900.72,4767465,2.3364E+15,223355,673806,0.1413,19-01-2021,-90.30277646,-60.72636827,239.3,0,32.72526258,4955.536209,5038.114121,5124.231345,5182.198044,5186.471144,5189.34947,0,114.95,37.11876373
20-01-2021,BAJFINANCE,EQ,4959.15,4968,5032.6,4901,4980,4981.95,4968.56,3314707,1.64693E+15,159144,362774,0.1094,20-01-2021,-83.20148449,-65.22139151,22.8,0,35.35188216,4960.338717,5032.765157,5118.651684,5180.205526,5184.841493,5187.971401,0,37.65,37.11876373
21-01-2021,BAJFINANCE,EQ,4981.95,4993,5225,4990,5114.3,5118.3,5149.5,7061809,3.63648E+15,323742,1509917,0.2138,21-01-2021,-65.81270606,-65.33965442,136.35,0,43.20272143,4989.05895,5040.911333,5118.637892,5179.58955,5184.311282,5187.508468,0,192.4,37.11876373
22-01-2021,BAJFINANCE,EQ,5118.3,5135,5137,4945.6,4949,4972.55,5052.82,3084796,1.55869E+15,185032,519805,0.1685,22-01-2021,-63.06579753,-64.88488304,0,-145.75,40.42519747,4986.057323,5034.40073,5112.908956,5177.529455,5182.623941,5186.080172,44.4,0,37.11876373
25-01-2021,BAJFINANCE,EQ,4972.55,5049,5163,4890,4903,4908.7,5024.4,3673060,1.84549E+15,198164,487355,0.1327,25-01-2021,-65.28840997,-64.96558843,0,-63.85,41.51331719,4971.992355,5022.429231,5104.900761,5174.854535,5180.44128,5184.237115,55.6,0,37.11876373
27-01-2021,BAJFINANCE,EQ,4908.7,4921.3,4945.6,4811,4825,4845,4857.86,2800493,1.36044E+15,144175,502138,0.1793,27-01-2021,-71.367227,-66.24591614,0,-63.7,42.36820428,4948.902836,5005.531209,5094.708574,5171.572401,5177.768441,5181.983047,79,0,37.11876373
28-01-2021,BAJFINANCE,EQ,4845,4779.55,4909,4723.1,4800,4810.25,4825.59,3477329,1.67802E+15,180461,311608,0.0896,28-01-2021,-78.08861098,-68.61445511,0,-34.75,38.70038813,4923.693229,4986.932999,5083.553336,5167.977153,5174.840007,5179.51306,87.9,0,37.11876373
29-01-2021,BAJFINANCE,EQ,4810.25,4886.7,4950,4707.1,4732.15,4734.55,4852.55,4260795,2.06757E+15,190990,717134,0.1683,29-01-2021,-88.5035003,-72.59226415,0,-75.7,36.35042231,4889.303551,4962.896523,5069.866931,5163.664445,5171.331721,5176.556495,0,41,37.11876373
01-02-2021,BAJFINANCE,EQ,4734.55,4775,5080,4666.5,5075,5058.6,4902.27,4290745,2.10344E+15,223331,662056,0.1543,01-02-2021,-69.80458452,-72.03472822,324.05,0,52.47990394,4920.084724,4972.01114,5069.42509,5162.619028,5170.43346,5175.772731,0,130,37.11876373
02-02-2021,BAJFINANCE,EQ,5058.6,5100,5337.95,5094.9,5172,5173.2,5223.45,4347993,2.27115E+15,225976,935875,0.2152,02-02-2021,-45.21706265,-66.67119511,114.6,0,54.21032333,4966.105683,4991.171984,5073.494695,5162.724311,5170.455504,5175.755636,0,257.95,37.11876373
