2020-07-21,INFY,866.14794921875,0.0,NO_SIGNAL
2020-07-22,INFY,848.7186889648438,0.0,NO_SIGNAL
2020-07-23,INFY,839.5184936523438,0.0,NO_SIGNAL
2020-07-24,INFY,853.2955322265625,0.0,NO_SIGNAL
2020-07-27,INFY,876.966064453125,0.0,NO_SIGNAL
2020-07-28,INFY,890.2807006835938,0.0,NO_SIGNAL
2020-07-29,INFY,882.2365112304688,0.0,NO_SIGNAL
2020-07-30,INFY,888.986328125,0.0,NO_SIGNAL
2020-07-31,INFY,893.193359375,0.0,NO_SIGNAL
2020-08-03,INFY,884.779296875,0.0,NO_SIGNAL
2020-08-04,INFY,878.2605590820312,0.0,NO_SIGNAL
2020-08-05,INFY,873.4987182617188,0.0,NO_SIGNAL
2020-08-06,INFY,897.6778564453125,0.0,NO_SIGNAL
2020-08-07,INFY,879.2313842773438,0.0,NO_SIGNAL
2020-08-10,INFY,879.6473999023438,54.24166979585903,NO_SIGNAL
2020-08-11,INFY,876.966064453125,53.27493026229018,NO_SIGNAL
2020-08-12,INFY,882.9762573242188,55.20225341890838,NO_SIGNAL
2020-08-13,INFY,879.5088500976562,53.8229085348924,NO_SIGNAL
2020-08-14,INFY,881.7278442382812,54.60465047999712,NO_SIGNAL
2020-08-17,INFY,885.333984375,55.91093814443246,NO_SIGNAL
2020-08-18,INFY,894.6265869140625,59.17134627169305,NO_SIGNAL
2020-08-19,INFY,886.9983520507812,55.5403869170798,NO_SIGNAL
2020-08-20,INFY,883.1611328125,53.75351252072549,NO_SIGNAL
2020-08-21,INFY,877.2896118164062,51.04721306522312,NO_SIGNAL
2020-08-24,INFY,875.9952392578125,50.44427287964509,NO_SIGNAL
2020-08-25,INFY,867.3961181640625,46.5136442624525,NO_SIGNAL
2020-08-26,INFY,879.138916015625,52.01259255742213,NO_SIGNAL
2020-08-27,INFY,875.6715087890625,50.36597837766112,NO_SIGNAL
2020-08-28,INFY,864.7608642578125,45.48626953296161,NO_SIGNAL
2020-08-31,INFY,858.6121826171875,42.96023343943526,NO_SIGNAL
2020-09-01,INFY,845.251220703125,38.01935289453252,NO_SIGNAL
2020-09-02,INFY,854.3588256835938,42.84487227725837,NO_SIGNAL
2020-09-03,INFY,865.038330078125,47.96107635671532,NO_SIGNAL
2020-09-04,INFY,849.8744506835938,42.1866177312622,NO_SIGNAL
2020-09-07,INFY,855.3297119140625,44.76318165573253,NO_SIGNAL
2020-09-08,INFY,868.5056762695312,50.50116240590542,NO_SIGNAL
2020-09-09,INFY,857.8261108398438,46.30267932753361,NO_SIGNAL
2020-09-10,INFY,869.1991577148438,50.9768068808735,NO_SIGNAL
2020-09-11,INFY,874.42333984375,53.00060136546495,NO_SIGNAL
2020-09-14,INFY,904.6587524414062,62.618915957965,NO_SIGNAL
2020-09-15,INFY,908.403564453125,63.61217288901793,NO_SIGNAL
2020-09-16,INFY,926.2488403320312,67.97861541261366,NO_SIGNAL
2020-09-17,INFY,934.8017578125,69.84623682224132,NO_SIGNAL
2020-09-18,INFY,926.6187744140624,65.88683606640863,NO_SIGNAL
2020-09-21,INFY,933.78466796875,67.61798217173252,NO_SIGNAL
2020-09-22,INFY,931.5655517578124,66.49265253487188,NO_SIGNAL
2020-09-23,INFY,942.8921508789062,69.30097100565396,NO_SIGNAL
2020-09-24,INFY,901.8849487304688,52.23256534777298,NO_SIGNAL
2020-09-25,INFY,935.2177734375,60.704668835890985,NO_SIGNAL
2020-09-28,INFY,934.2468872070312,60.36881301672895,NO_SIGNAL
2020-09-29,INFY,932.9525146484376,59.89305850745661,NO_SIGNAL
2020-09-30,INFY,932.2589721679688,59.62193026275736,NO_SIGNAL
2020-10-01,INFY,940.9505615234376,61.94680830276275,NO_SIGNAL
2020-10-05,INFY,969.6603393554688,68.4158398669891,NO_SIGNAL
2020-10-06,INFY,976.1790161132812,69.67634334874496,NO_SIGNAL
2020-10-07,INFY,986.1650390625,71.54953366141689,NO_SIGNAL
2020-10-08,INFY,1011.2686157226562,75.62576684183584,NO_SIGNAL
2020-10-09,INFY,1023.3814086914062,77.31468215784864,NO_SIGNAL
2020-10-12,INFY,1046.7745361328125,80.17214920621225,NO_SIGNAL
2020-10-13,INFY,1070.53759765625,82.57345001786811,NO_SIGNAL
2020-10-14,INFY,1051.3050537109375,74.68940739389467,NO_SIGNAL
2020-10-15,INFY,1024.7220458984375,65.39531026720232,NO_SIGNAL
2020-10-16,INFY,1042.521240234375,68.24466066829069,NO_SIGNAL
2020-10-19,INFY,1041.0418701171875,67.74537199625665,NO_SIGNAL
2020-10-20,INFY,1051.767578125,69.48831443848627,NO_SIGNAL
2020-10-21,INFY,1061.7996826171875,71.06334881747732,NO_SIGNAL
2020-10-22,INFY,1043.95458984375,64.66852961323264,NO_SIGNAL
2020-10-23,INFY,1049.0478515625,65.61947797370647,NO_SIGNAL
2020-10-26,INFY,1039.655517578125,62.29000273221629,NO_SIGNAL
2020-10-27,INFY,1019.4688720703124,55.74345668057232,NO_SIGNAL
2020-10-28,INFY,1006.1046752929688,51.857742329864905,NO_SIGNAL
2020-10-29,INFY,1004.5157470703124,51.39899065097697,NO_SIGNAL
2020-10-30,INFY,991.1981811523438,47.598314264296015,NO_SIGNAL
2020-11-02,INFY,1002.1326904296876,50.81423167927355,NO_SIGNAL
2020-11-03,INFY,993.0206909179688,48.16170039491993,NO_SIGNAL
2020-11-04,INFY,1022.3658447265624,56.10804604457879,NO_SIGNAL
2020-11-05,INFY,1031.7584228515625,58.310835579552176,NO_SIGNAL
